_H:	$word	$phones
_D:	"transmontane"	"'t_r_aa_n_z.'m_o_n.t_e_i_n%c"
_D:	"transmutation"	"~t_r_aa_n_z.m_y_uu.'t_e_i.sh_uh_n%a"
_D:	"transmute"	"t_r_aa_n_z.'m_y_uu_t%b"
_D:	"transnational"	"t_r_aa_n_z.'n_aa_sh.uh.n_uh_l%c"
_D:	"transoceanic"	"~t_r_aa_n_z.uh_uu.sh_i.'aa_n.i_k%c"
_D:	"transom"	"'t_r_aa_n.s_uh_m%a"
_D:	"transonic"	"t_r_aa_n.'s_o_n.i_k%c"
_D:	"transpacific"	"~t_r_aa_n_z.p_uh.'s_i_f.i_k%c"
_D:	"transparency"	"t_r_aa_n_s.'p_e_uh_r.uh_n.s_i%a"
_D:	"transparent"	"t_r_aa_n_s.'p_aa.r_uh_n_t%c"
_D:	"transpiration"	"t_r_aa_n.s_p_i.'r_e_i.sh_uh_n%a"
_D:	"transpire"	"t_r_aa_n.'s_p_ah_i_r%b"
_D:	"transplanetary"	"t_r_aa_n_s.'p_l_aa_n.i.t_r_i%c"
_D:	"transplant"	"t_r_aa_n_z.'p_l_aa_n_t%b"
_D:	"transplantation"	"t_r_aa_n_s.p_l_aa_n.'t_e_i.sh_uh_n%a"
_D:	"transplant/n"	"'t_r_aa_n_z.~p_l_aa_n_t%j"
_D:	"transplant/v"	"t_r_aa_n_z.'p_l_aa_n_t%j"
_D:	"transponder"	"t_r_aa_n.'s_p_o_n.d_uh_r%j"
_D:	"transport"	"t_r_aa_n_s.'p_aw_r_t%ba"
_D:	"transportation"	"'t_r_aa_n_s.p_r.'t_e_i.sh_uh_n%a"
_D:	"transported"	"t_r_aa_n_s.'p_aw_r.t_i_d%c"
_D:	"transport/n"	"'t_r_aa_n_s.~p_aw_r_t%j"
_D:	"transport/v"	"t_r_aa_n_s.'p_aw_r_t%j"
_D:	"transposable"	"t_r_aa_n_s.'p_uh_uu_z.uh.b_ll%c"
_D:	"transpose"	"t_r_aa_n_z.'p_uh_uu_z%ba"
_D:	"transposition"	"~t_r_aa_n_z.p_uh.'z_i_sh.uh_n%a"
_D:	"transship"	"t_r_aa_n_z.'sh_i_p%b"
_D:	"transsonic"	"t_r_aa_n_z.'s_o_n.i_k%c"
_D:	"transubstantiate"	"~t_r_aa_n_z.s_uh_b.'s_t_aa_n.sh_i.~e_i_t%b"
_D:	"transudate"	"'t_r_aa_n.s_y_u.~d_e_i_t%a"
_D:	"transudation"	"~t_r_aa_n.s_y_u.'d_e_i.sh_uh_n%a"
_D:	"transude"	"t_r_aa_n.'s_y_uu_d%b"
_D:	"transuranic"	"~t_r_aa_n_s.y_u.'r_e_i_n.i_k%c"
_D:	"transvalue"	"t_r_aa_n_z.'v_aa_l.y_uu%b"
_D:	"transversal"	"t_r_aa_n_z.'v_er_r.s_uh_l%ca"
_D:	"transverse"	"t_r_aa_n_z.'v_er_r_s%c"
_D:	"transvestism"	"t_r_aa_n_s.'v_e_s.t_i_z.uh_m%a"
_D:	"transvestite"	"t_r_aa_n_s.'v_e_s.t_ah_i_t%j"
_D:	"transvestitism"	"t_r_aa_n_s.'v_e_s.t_i.~t_i_z.uh_m%j"
_D:	"transylvania"	"t_r_aa_n_z.s_i_l.'v_e_i.n_i.uh%ca"
_D:	"trap"	"'t_r_aa_p%ab"
_D:	"trapdoor"	"'t_r_aa_p.'d_aw_r%j"
_D:	"trapezium"	"t_r_uh.'p_ee.z_i.uh_m%a"
_D:	"trapezius"	"t_r_uh.'p_ee.z_i.uh_s%a"
_D:	"trapezoid"	"'t_r_aa_p.i_t.~z_o_i_d%ac"
_D:	"trapezoidal"	"'t_r_aa_p.i_t.~z_o_i_d.uh_l%j"
_D:	"trapline"	"'t_r_aa_p.~l_ah_i_n%j"
_D:	"trapper"	"'t_r_aa_p.uh_r%a"
_D:	"traprock"	"'t_r_aa_p.~r_o_k%a"
_D:	"trapshooting"	"'t_r_aa_p.~sh_uu.t_i_ng%a"
_D:	"trash"	"'t_r_aa_sh%ab"
_D:	"trashy"	"'t_r_aa.sh_i%c"
_D:	"trass"	"'t_r_aa_s%a"
_D:	"trauma"	"'t_r_aw.m_uh%a"
_D:	"traumatic"	"t_r_aw.'m_aa_t.i_k%c"
_D:	"traumatism"	"'t_r_aw.m_uh.~t_i_z.uh_m%a"
_D:	"traumatize"	"'t_r_aw.m_uh.~t_ah_i_z%b"
_D:	"travail"	"t_r_uh.'v_e_i_l%ab"
_D:	"trave"	"'t_r_e_i_v%j"
_D:	"travel"	"'t_r_aa_v.u_l%ba"
_D:	"traveled"	"'t_r_aa_v.u_ll_d%b"
_D:	"traveler"	"'t_r_aa_v.uh.l_uh_r%a"
_D:	"travelled"	"'t_r_aa_v.u_ll_d%c"
_D:	"traveller"	"'t_r_aa_v.uh.l_uh_r%a"
_D:	"travelogue"	"'t_r_aa_v.uh.l_o_g%a"
_D:	"travers"	"'t_r_aa_v.uh_r_z%ca"
_D:	"traversable"	"t_r_uh.'v_er_r.s_uh.b_ll%c"
_D:	"traversal"	"t_r_uh.'v_er_r.s_uh_l%a"
_D:	"traverse"	"t_r_uh.'v_er_r_s%abcd"
_D:	"travertine"	"'t_r_aa_v.uh_r.t_ee_n%j"
_D:	"travesty"	"'t_r_aa_v.i.s_t_i%ab"
_D:	"traviata"	"t_r_aa_v.i.'ar.t_uh%ca"
_D:	"travis"	"'t_r_aa.v_i_s%ca"
_D:	"trawl"	"'t_r_aw_l%ab"
_D:	"trawler"	"'t_r_aw.l_uh_r%a"
_D:	"tray"	"'t_r_e_i%a"
_D:	"treacherous"	"'t_r_e_ch.uh_r.uh_s%c"
_D:	"treacherously"	"'t_r_e_ch.uh_r.uh_s.l_i%d"
_D:	"treacherousness"	"'t_r_e_ch.uh_r.uh_s.n_e_s%a"
_D:	"treachery"	"'t_r_e_ch.uh.r_i%a"
_D:	"treacle"	"'t_r_ee.k_ll%a"
_D:	"treacly"	"'t_r_ee.k_uh.l_i%c"
_D:	"tread"	"'t_r_e_d%ba"
_D:	"treadle"	"'t_r_e_d.u_l%ab"
_D:	"treadmill"	"'t_r_e_d.~m_i_l%a"
_D:	"treason"	"'t_r_ee.z_uh_n%a"
_D:	"treasonous"	"'t_r_ee.z_uh.n_uh_s%c"
_D:	"treasonously"	"'t_r_ee.z_uh.n_uh_s.l_i%d"
_D:	"treasure"	"'t_r_e_zh.uh_r%ba"
_D:	"treasurer"	"'t_r_e.zh_uh_r.uh_r%a"
_D:	"treasury"	"'t_r_e.zh_uh_r.i%a"
_D:	"treat"	"'t_r_ee_t%ba"
_D:	"treatise"	"'t_r_ee.t_i_s%a"
_D:	"treatment"	"'t_r_ee_t.m_uh_n_t%a"
_D:	"treaty"	"'t_r_ee.t_i%a"
_D:	"treble"	"'t_r_e.b_ll%ac"
_D:	"trebly"	"'t_r_e_b.l_i%d"
_D:	"trebuchet"	"'t_r_e_i.b_uu.~sh_e_i%a"
_D:	"trebucket"	"'t_r_e.b_uh.k_e_t%j"
_D:	"tredecillion"	"~t_r_e_i.d_e.'s_i_l.i_uh_n%ac"
_D:	"tredway"	"'t_r_e_d.w_e_i%ca"
_D:	"tree"	"'t_r_ee%ab"
_D:	"treed"	"'t_r_ee_d%cb"
_D:	"treehopper"	"'t_r_ee.~h_o_p.uh_r%a"
_D:	"treelined"	"'t_r_ee.~l_ah_i_n_d%c"
_D:	"treenail"	"'t_r_ee.~n_e_i_l%a"
_D:	"treetop"	"'t_r_ee.~t_o_p%a"
_D:	"trefoil"	"'t_r_e.f_o_i_l%ac"
_D:	"tregorran"	"t_r_i.'g_o.r_uh_n%ca"
_D:	"trehalose"	"t_r_i.'h_ar.l_uh_uu_z%a"
_D:	"treillage"	"'t_r_e_i.l_i_j%a"
_D:	"trek"	"'t_r_e_k%ba"
_D:	"trellis"	"'t_r_e_l.i_s%ab"
_D:	"trelliswork"	"'t_r_e_l.i_s.~w_uh_r_k%a"
_D:	"trematode"	"'t_r_e_m.uh.~t_uh_uu_d%a"
_D:	"tremayne"	"t_r_i.'m_e_i_n%ca"
_D:	"tremble"	"'t_r_e_m.b_ll%ba"
_D:	"trembler"	"'t_r_e_m.b_l_uh_r%a"
_D:	"trembly"	"'t_r_e_m.b_l_i%c"
_D:	"tremendous"	"t_r_i.'m_e_n.d_uh_s%c"
_D:	"tremendously"	"t_r_i.'m_e_n.d_uh_s.l_i%d"
_D:	"tremendousness"	"t_r_i.'m_e_n.d_uh_s.n_e_s%a"
_D:	"tremolite"	"'t_r_e_m.uh.~l_ah_i_t%a"
_D:	"tremolitic"	"'t_r_e_m.uh.'l_i_t.i_k%c"
_D:	"tremolo"	"'t_r_e_m.uh.~l_uh_uu%a"
_D:	"tremor"	"'t_r_e_m.uh_r%a"
_D:	"tremulous"	"'t_r_e_m.y_uh.l_uh_s%c"
_D:	"tremulously"	"'t_r_e_m.y_uh.l_uh_s.l_i%d"
_D:	"tremulousness"	"'t_r_e_m.y_uh.l_uh_s.n_e_s%a"
_D:	"trenail"	"'t_r_i.~n_e_i_l%a"
_D:	"trench"	"'t_r_e_n_ch%ab"
_D:	"trenchant"	"'t_r_e_n.ch_uh_n_t%c"
_D:	"trenchantly"	"'t_r_e_n.ch_uh_n_t.l_i%d"
_D:	"trencher"	"'t_r_e_n.ch_uh_r%a"
_D:	"trencherman"	"'t_r_e_n.ch_uh_r.m_uh_n%a"
_D:	"trenchermen"	"'t_r_e_n.ch_uh_r.m_e_n%a"
_D:	"trend"	"'t_r_e_n_d%ba"
_D:	"trendy"	"'t_r_e_n.d_i%c"
_D:	"trenite"	"'t_r_e.n_i_t.i%a"
_D:	"trent"	"'t_r_e_n_t%ca"
_D:	"trentham"	"'t_r_e_n.th_aa_m%j"
_D:	"trenton"	"'t_r_e_n.t_uh_n%ca"
_D:	"trepan"	"t_r_i.'p_aa_n%ab"
_D:	"trepanation"	"~t_r_e_p.uh.'n_e_i.sh_uh_n%a"
_D:	"trepang"	"t_r_i.'p_aa_ng%a"
_D:	"trephine"	"'t_r_e.~f_ee_n%ab"
_D:	"trepidation"	"t_r_e.p_i.'d_e_i.sh_uh_n%a"
_D:	"treponema"	"~t_r_e_p.uh.'n_ee.m_uh%a"
_D:	"treponematosis"	"~t_r_e_p.uh.~n_ee.m_uh.'t_uh_uu.s_i_s%a"
_D:	"treponematous"	"~t_r_e_p.uh.'n_ee_m.uh.t_uh_s%c"
_D:	"trespass"	"'t_r_e_s.p_uh_s%a"
_D:	"tress"	"'t_r_e_s%a"
_D:	"trestle"	"'t_r_e_s.u_l%a"
_D:	"trevelyan"	"t_r_i.'v_e_ll.y_uh_n%ca"
_D:	"trevor"	"'t_r_e_v.uh_r%ca"
_D:	"trews"	"'t_r_uu_z%a"
_D:	"triable"	"'t_r_ah_i.uh.b_ll%a"
_D:	"triableness"	"'t_r_ah_i.uh.b_ll.n_e_s%a"
_D:	"triacetate"	"t_r_ah_i.'aa_s.i.~t_e_i_t%a"
_D:	"triacid"	"t_r_ah_i.'aa_s.i_d%c"
_D:	"triad"	"'t_r_ah_i.aa_d%a"
_D:	"triage"	"t_r_ee.'ar_zh%j"
_D:	"trial"	"'t_r_ah_i_l%a"
_D:	"triangle"	"'t_r_ah_i.~aa_ng.g_ll%a"
_D:	"triangular"	"t_r_ah_i.'aa_ng.g_y_uh.l_uh_r%c"
_D:	"triangulate"	"t_r_ah_i.'aa_ng.g_y_uh.~l_e_i_t%cb"
_D:	"triangulate/aj"	"t_r_ah_i.'aa_ng.g_y_uh.l_uh_t%j"
_D:	"triangulate/v"	"t_r_ah_i.'aa_ng.g_y_uh.~l_e_i_t%j"
_D:	"triangulation"	"t_r_ah_i.~aa_ng.g_y_uh.'l_e_i.sh_uh_n%a"
_D:	"triangulum"	"t_r_ah_i.'aa_ng.g_y_uh.l_uh_m%a"
_D:	"trianon"	"t_r_ah_i.'aa_n.uh_n%ca"
_D:	"triarchy"	"'t_r_ah_i.ar_r.k_i%a"
_D:	"triassic"	"t_r_ah_i.'aa_s.i_k%ca"
_D:	"triatomic"	"~t_r_ah_i.uh.'t_o_m.i_k%c"
_D:	"triaxial"	"t_r_ah_i.'aa_k.s_i.uh_l%c"
_D:	"triazine"	"'t_r_ah_i.uh.~z_ee_n%a"
_D:	"tribal"	"'t_r_ah_i.b_ll%c"
_D:	"tribalism"	"'t_r_ah_i.b_uh.~l_i_z.uh_m%a"
_D:	"tribasic"	"t_r_ah_i.'b_e_i.s_i_k%c"
_D:	"tribe"	"'t_r_ah_i_b%a"
_D:	"tribesman"	"'t_r_ah_i_b_z.m_uh_n%a"
_D:	"tribesmen"	"'t_r_ah_i_b_z.m_e_n%a"
_D:	"triboelectric"	"~t_r_ah_i.b_uh_uu.i.'l_e_k.t_r_i_k%c"
_D:	"triboelectricity"	"~t_r_ah_i.b_uh_uu.i.l_e_k.'t_r_i_s.i.t_i%a"
_D:	"triboluminescence"	"~t_r_ah_i.b_uh_uu.~l_uu.m_i.'n_e_s.uh_n_s%a"
_D:	"triboluminescent"	"~t_r_ah_i.b_uh_uu.~l_uu.m_i.'n_e_s.uh_n_t%c"
_D:	"tribrach"	"'t_r_ah_i.~b_r_aa_k%a"
_D:	"tribulation"	"~t_r_i_b.y_uh.'l_e_i.sh_uh_n%a"
_D:	"tribunal"	"t_r_ah_i.'b_y_uu_n.uh_l%a"
_D:	"tribunate"	"'t_r_i_b.y_uh.~n_uh_t%a"
_D:	"tribune"	"'t_r_i_b.y_uu_n%a"
_D:	"tributary"	"'t_r_i_b.y_uh.t_uh_r.i%ac"
_D:	"tribute"	"'t_r_i_b.y_uu_t%a"
_D:	"trice"	"'t_r_ah_i_s%ab"
_D:	"tricentennial"	"~t_r_ah_i.s_e_n.'t_e_n.i.uh_l%ca"
_D:	"triceps"	"'t_r_ah_i.s_e_p_s%a"
_D:	"triceratops"	"'t_r_ah_i.s_uh_r.uh.t_o_p_s%a"
_D:	"trichiasis"	"t_r_i.'k_ah_i.uh.s_i_s%a"
_D:	"trichina"	"t_r_i.'k_ah_i.n_uh%a"
_D:	"trichinella"	"t_r_i_k.i.'n_e_l.uh%a"
_D:	"trichinize"	"'t_r_i_k.i.~n_ah_i_z%b"
_D:	"trichinosis"	"~t_r_i_k.i.'n_uh_uu.s_i_s%a"
_D:	"trichite"	"'t_r_i_k.ah_i_t%a"
_D:	"trichloride"	"t_r_ah_i.'k_l_aw_r.ah_i_d%a"
_D:	"trichloroacetic"	"t_r_ah_i.k_l_aw_r.uh_uu.uh.'s_ee.t_i_k%c"
_D:	"trichloroethane"	"t_r_ah_i.k_l_aw_r.uh_uu.'ee.th_e_i_n%a"
_D:	"trichloroethylene"	"t_r_ah_i.'k_l_aw_r.uh_uu.'e_th.i.~l_ee_n%a"
_D:	"trichome"	"'t_r_ah_i.~k_uh_uu_m%a"
_D:	"trichomonad"	"~t_r_i_k.uh.'m_o_n.aa_d%a"
_D:	"trichomonal"	"~t_r_i_k.uh.'m_o_n.uh_l%j"
_D:	"trichotomy"	"t_r_i.'k_o_t.uh.m_i%a"
_D:	"trichromat"	"'t_r_ah_i.k_r_uh_uu.~m_aa_t%a"
_D:	"trichromatic"	"~t_r_ah_i.k_r_uh.'m_aa_t.i_k%c"
_D:	"trichromatism"	"t_r_ah_i.'k_r_uh_uu.m_uh.~t_i_z.uh_m%a"
_D:	"trichromic"	"t_r_ah_i.'k_r_uh_uu.m_i_k%j"
_D:	"tricia"	"'t_r_i_sh.uh%ca"
_D:	"trick"	"'t_r_i_k%acb"
_D:	"trickery"	"'t_r_i_k.uh.r_i%a"
_D:	"trickish"	"'t_r_i_k.i_sh%c"
_D:	"trickle"	"'t_r_i.k_ll%ba"
_D:	"tricksome"	"'t_r_i_k.s_uh_m%c"
_D:	"trickster"	"'t_r_i_k.s_t_uh_r%a"
_D:	"tricksy"	"'t_r_i_k.s_i%c"
_D:	"tricky"	"'t_r_i_k.i%c"
_D:	"triclad"	"'t_r_ah_i.~k_l_aa_d%a"
_D:	"triclinic"	"t_r_ah_i.'k_l_i_n.i_k%c"
_D:	"triclinium"	"t_r_ah_i.'k_l_i_n.i.uh_m%a"
_D:	"tricolor"	"'t_r_i.k_uh_l.uh_r%ca"
_D:	"tricorn"	"'t_r_ah_i.k_aw_r_n%ca"
_D:	"tricornered"	"t_r_ah_i.'k_aw_r.n_uh_r_d%c"
_D:	"tricot"	"'t_r_i.k_uh_uu%a"
_D:	"trictrac"	"'t_r_i_k.~t_r_aa_k%a"
_D:	"tricuspid"	"t_r_ah_i.'k_a_s.p_i_d%ca"
_D:	"tricyclic"	"t_r_ah_i.'s_ah_i.k_l_i_k%c"
_D:	"trident"	"'t_r_ah_i_d.uh_n_t%a"
_D:	"tridiagonal"	"t_r_ah_i.d_ah_i.'aa_g.uh.n_uh_ll%c"
_D:	"tridimensional"	"~t_r_ah_i.d_ah_i.'m_e_n.sh_uh.n_uh_l%c"
_D:	"tried"	"'t_r_ah_i_d%cb"
_D:	"triennial"	"t_r_ah_i.'e_n.i.uh_ll%c"
_D:	"triennium"	"t_r_ah_i.'e_n.i.uh_m%a"
_D:	"trier"	"'t_r_ah_i.uh_r%a"
_D:	"trierarch"	"'t_r_ah_i.uh.~r_ar_r_k%a"
_D:	"tries"	"'t_r_ah_i_z%ab"
_D:	"triethyl"	"t_r_ah_i.'ee_th.ah_i_l%c"
_D:	"trifle"	"'t_r_ah_i.f_ll%ab"
_D:	"trifling"	"'t_r_ah_i.f_l_i_ng%c"
_D:	"trifluoperazine"	"t_r_ah_i.~f_l_uu.uh.'p_e_r.uh.~z_ee_n%a"
_D:	"trifluoride"	"t_r_ah_i.'f_l_uu_r.ah_i_d%a"
_D:	"trifocal"	"t_r_ah_i.'f_uh_uu.k_uh_l%ca"
_D:	"trifoliolate"	"t_r_ah_i.'f_uh_uu.l_i.uh.~l_e_i_t%c"
_D:	"trifolium"	"t_r_ah_i.'f_uh_uu.l_i.uh_m%a"
_D:	"triforium"	"t_r_ah_i.'f_aw_r.i.uh_m%a"
_D:	"triform"	"'t_r_ah_i.~f_aw_r_m%c"
_D:	"trig"	"'t_r_i_g%cba"
_D:	"trigeminal"	"t_r_ah_i.'j_e_m.i.n_uh_l%ca"
_D:	"trigg"	"'t_r_i_g%ca"
_D:	"trigger"	"'t_r_i_g.uh_r%a"
_D:	"triggerfish"	"'t_r_i_g.uh_r.~f_i_sh%a"
_D:	"triglyceride"	"t_r_ah_i.'g_l_i_s.uh.~r_ah_i_d%a"
_D:	"triglyph"	"'t_r_ah_i.~g_l_i_f%a"
_D:	"trigon"	"'t_r_ah_i.~g_o_n%a"
_D:	"trigonal"	"t_r_ah_i.'g_o.n_uh_l%c"
_D:	"trigonally"	"'t_r_ah_i_g.uh.n_uh.l_i%d"
_D:	"trigonometric"	"~t_r_i_g.uh.n_uh.'m_e.t_r_i_k%c"
_D:	"trigonometry"	"~t_r_i_g.uh.'n_o_m.uh.t_r_i%j"
_D:	"trigram"	"'t_r_ah_i.g_r_aa_m%ac"
_D:	"trigraph"	"'t_r_ah_i.~g_r_aa_f%a"
_D:	"trihedral"	"t_r_ah_i.'h_ee.d_r_uh_l%ca"
_D:	"trihedron"	"t_r_ah_i.'h_ee.d_r_uh_n%a"
_D:	"trihydroxy"	"~t_r_ah_i.h_ah_i.'d_r_o_k.s_i%c"
_D:	"trike"	"'t_r_ah_i_k%a"
_D:	"trilateral"	"t_r_ah_i.'l_aa_t.uh_r.uh_l%c"
_D:	"trilby"	"'t_r_i_ll.b_i%ca"
_D:	"trilinear"	"t_r_ah_i.'l_i_n.i.uh_r%c"
_D:	"trilingual"	"t_r_ah_i.'l_i_ng.g_w_uh_l%ca"
_D:	"trilingually"	"t_r_ah_i.'l_i_ng.g_w_uh.l_i%d"
_D:	"triliteral"	"t_r_ah_i.'l_i_t.uh_r.uh_l%ca"
_D:	"trill"	"'t_r_i_l%ba"
_D:	"trillian"	"'t_r_i_l.i.uh_n%j"
_D:	"trillion"	"'t_r_i_l.i_uh_n%ac"
_D:	"trillium"	"'t_r_i_l.i.uh_m%a"
_D:	"trilobate"	"t_r_ah_i.'l_uh_uu.b_e_i_t%c"
_D:	"trilobed"	"'t_r_ah_i.~l_uh_uu_b_d%c"
_D:	"trilobite"	"'t_r_ah_i.l_uh.~b_ah_i_t%a"
_D:	"trilogy"	"'t_r_i_l.uh.j_i%a"
_D:	"trim"	"'t_r_i_m%dbac"
_D:	"trimaran"	"'t_r_ah_i.m_uh.~r_aa_n%a"
_D:	"trimer"	"'t_r_ah_i.m_uh_r%a"
_D:	"trimeric"	"t_r_ah_i.'m_e_r.i_k%c"
_D:	"trimerous"	"'t_r_i_m.uh_r.uh_s%c"
_D:	"trimester"	"t_r_ah_i.'m_e_s.t_uh_r%a"
_D:	"trimly"	"'t_r_i_m.l_i%d"
_D:	"trimmer"	"'t_r_i_m.uh_r%cab"
_D:	"trimming"	"'t_r_i_m.i_ng%ba"
_D:	"trimorphism"	"t_r_ah_i.'m_aw_r.f_i_z.uh_m%j"
_D:	"trimotor"	"'t_r_ah_i.~m_uh_uu.t_uh_r%a"
_D:	"trimotored"	"t_r_ah_i.'m_uh_uu.t_uh_r_d%c"
_D:	"trina"	"'t_r_ee_n.uh%ca"
_D:	"trinal"	"'t_r_ah_i_n.uh_l%c"
_D:	"trinary"	"'t_r_ah_i.n_uh.r_i%c"
_D:	"trinidad"	"'t_r_i_n.i.d_aa_d%ca"
_D:	"trinitarian"	"t_r_i.n_i.'t_e_uh_r.i.uh_n%c"
_D:	"trinitroglycerin"	"t_r_ah_i.~n_ah_i.t_r_uh_uu.'g_l_i_s.uh_r.ee_n%a"
_D:	"trinity"	"'t_r_i_n.i.t_i%a"
_D:	"trinket"	"'t_r_i_ng.k_i_t%ab"
_D:	"trinketer"	"'t_r_i_ng.k_i.t_uh_r%a"
_D:	"trinketry"	"'t_r_i_ng.k_i.t_r_i%a"
_D:	"trio"	"'t_r_ee.uh_uu%a"
_D:	"triode"	"'t_r_ah_i.uh_uu_d%a"
_D:	"trioxide"	"t_r_ah_i.'o_k.s_ah_i_d%a"
_D:	"trip"	"'t_r_i_p%ba"
_D:	"tripartite"	"t_r_ah_i.'p_ar_r.t_ah_i_t%c"
_D:	"tripe"	"'t_r_ah_i_p%ac"
_D:	"triphammer"	"'t_r_i_p.~h_aa_m.uh_r%a"
_D:	"triphenylmethane"	"t_r_ah_i.~f_ee_n.ah_i_l.'m_ee_th.e_i_n%j"
_D:	"triphenylphosphine"	"t_r_ah_i.f_ee_n.ah_i_l.'f_o_s.f_ee_n%a"
_D:	"triphibian"	"t_r_ah_i.'f_i_b.i.uh_n%ca"
_D:	"triphibious"	"t_r_ah_i.'f_i_b.i.uh_s%c"
_D:	"triphosphate"	"t_r_ah_i.'f_o_s.f_e_i_t%a"
_D:	"triphthongal"	"t_r_i_f.'th_o_ng.u_l%c"
_D:	"tripinnate"	"t_r_ah_i.'p_i_n.~e_i_t%c"
_D:	"tripinnately"	"t_r_ah_i.'p_i_n.e_i_t.l_i%d"
_D:	"triplane"	"'t_r_ah_i.~p_l_e_i_n%a"
_D:	"triple"	"'t_r_i.p_ll%bca"
_D:	"triplet"	"'t_r_i_p.l_i_t%a"
_D:	"triplex"	"'t_r_i.~p_l_e_k_s%ca"
_D:	"triplicate"	"'t_r_i_p.l_i.~k_e_i_t%cab"
_D:	"triplicity"	"t_r_i.'p_l_i_s.i.t_i%a"
_D:	"triploid"	"'t_r_i_p.l_o_i_d%ca"
_D:	"triply"	"'t_r_i_p.l_i%d"
_D:	"tripod"	"'t_r_ah_i.p_o_d%a"
_D:	"tripodal"	"'t_r_i_p.uh.d_uh_l%c"
_D:	"tripoli"	"'t_r_i.p_uh.l_i%ca"
_D:	"tripos"	"'t_r_ah_i.~p_o_s%a"
_D:	"tripper"	"'t_r_i_p.uh_r%a"
_D:	"trippet"	"'t_r_i_p.i_t%a"
_D:	"tripping"	"'t_r_i_p.i_ng%cb"
_D:	"triptych"	"'t_r_i_p.t_i_k%a"
_D:	"triquetrous"	"t_r_ah_i.'k_w_i.t_r_uh_s%j"
_D:	"triradiate"	"t_r_ah_i.'r_e_i.d_i.uh_t%j"
_D:	"trireme"	"'t_r_ah_i.r_ee_m%a"
_D:	"trisaccharide"	"t_r_ah_i.'s_aa_k.uh.~r_ah_i_d%a"
_D:	"trish"	"'t_r_i_sh%ca"
_D:	"triskele"	"'t_r_i_s.k_ee_l%j"
_D:	"triskelion"	"t_r_i.'s_k_ee_l.i.uh_n%a"
_D:	"trismus"	"'t_r_i_z.m_uh_s%a"
_D:	"trisoctahedron"	"t_r_i_s.~o_k.t_uh.'h_ee.d_r_uh_n%a"
_D:	"trisodium"	"t_r_ah_i.'s_uh_uu.d_i.uh_m%c"
_D:	"trisome"	"'t_r_ah_i.s_uh_uu.m_i%j"
_D:	"trisomic"	"t_r_ah_i.'s_uh_uu.m_i_k%j"
_D:	"trisomy"	"'t_r_ah_i.s_uh_uu.m_i%a"
_D:	"trispermous"	"t_r_ah_i.'s_p_er_r.m_uh_s%c"
_D:	"trista"	"'t_r_i_s.t_uh%ca"
_D:	"tristan"	"'t_r_i_s.t_uh_n%ca"
_D:	"tristate"	"'t_r_ah_i.s_t_e_i_t%c"
_D:	"tristeza"	"t_r_i.'s_t_e_i.z_uh%a"
_D:	"tristful"	"'t_r_i_s_t.f_u_l%c"
_D:	"tristfully"	"'t_r_i_s_t.f_u.l_i%d"
_D:	"tristfulness"	"'t_r_i_s_t.f_u_l.n_e_s%a"
_D:	"tristram"	"'t_r_i_s.t_r_uh_m%ca"
_D:	"trisyllabic"	"~t_r_ah_i.s_i.'l_aa_b.i_k%c"
_D:	"trisyllable"	"t_r_ah_i.'s_i_l.uh.b_ll%a"
_D:	"trite"	"'t_r_ah_i_t%c"
_D:	"trithing"	"'t_r_ah_i.dh_i_ng%a"
_D:	"tritium"	"'t_r_i_t.i.uh_m%a"
_D:	"triton"	"'t_r_ah_i.t_uh_n%a"
_D:	"triturable"	"'t_r_i_ch.uh_r.uh.b_ll%c"
_D:	"triturate"	"'t_r_i_ch.uh.~r_e_i_t%ba"
_D:	"triturated"	"~t_r_i_ch.uh.'r_e_i.t_i_d%b"
_D:	"triturating"	"~t_r_i_ch.uh.'r_e_i.t_i_ng%b"
_D:	"trituration"	"~t_r_i_ch.uh.'r_e_i.sh_uh_n%ab"
_D:	"triturator"	"~t_r_i_ch.uh.'r_e_i.t_uh_r%a"
_D:	"triumph"	"'t_r_ah_i.uh_m_f%ab"
_D:	"triumphal"	"t_r_ah_i.'a_m.f_ll%c"
_D:	"triumphant"	"t_r_ah_i.'a_m.f_uh_n_t%c"
_D:	"triumvir"	"t_r_ah_i.'a_m.v_uh_r%a"
_D:	"triumvirate"	"t_r_ah_i.'a_m.v_uh_r.uh_t%a"
_D:	"triune"	"'t_r_ah_i.~y_uu_n%ca"
_D:	"triunfo"	"t_r_ah_i.'a_n.f_uh_uu%j"
_D:	"trivalent"	"t_r_ah_i.'v_e_i_l.uh_n_t%c"
_D:	"trivet"	"'t_r_i_v.i_t%a"
_D:	"trivia"	"'t_r_i_v.i.uh%j"
_D:	"trivial"	"'t_r_i_v.i.uh_l%c"
_D:	"trivialise"	"'t_r_i_v.i.uh.l_ah_i_z%b"
_D:	"triviality"	"~t_r_i_v.i.'aa_l.i.t_i%a"
_D:	"trivialize"	"'t_r_i_v.i.uh.l_ah_i_z%b"
_D:	"trivium"	"'t_r_i_v.i.uh_m%ac"
_D:	"triweekly"	"t_r_ah_i.'w_ee_k.l_i%dca"
_D:	"trochaic"	"t_r_uh_uu.'k_e_i.i_k%ca"
_D:	"trochanter"	"t_r_uh_uu.'k_aa_n.t_uh_r%a"
